0.569115 0.570569 0.557342 0.567384 0.588382 0.600298 0.599413 0.601717 0.578886 0.557439 0.569613 0.577256 0.57772 0.549043 0.487605 0.478522 0.474556 0.464157 0.457291 0.4421 0.437365 0.438205 0.419807 0.419315 0.409442 0.406348 0.390788 0.394606 0.388638 0.377986 0.374264 0.342086 0.339869 0.338584 0.359866 0.384329 0.393686 0.385562 0.345031 0.34508 0.337502 0.327419 0.338604 0.3878 0.404591 0.375785 0.311775 0.345276 0.379747 0.317645 0.251042 0.246175 0.23076 0.229975 0.229344 0.22681 0.266296 0.271449 0.270812 0.261385 0.254943 0.335447 0.318171 0.331366 0.318791 0.302873 0.290988 0.276787 0.258053 0.245374 0.233594 0.222108 0.207256 0.194294 0.181099 0.168398 0.153029 0.14062 0.129719 0.116766 0.102066 0.0893916 0.0768235 0.064576 0.0514928 0.0389585 0.0262186 0.0136889 0.00125874 -0.0113222 -0.0236594 -0.0360257 -0.0482207 -0.0604909 -0.0734431 -0.0851978 -0.098183 -0.110358 -0.122566 -0.13486 -0.147126 -0.158289 -0.170895 -0.184772 -0.196543 -0.20992 -0.22137 -0.232285 -0.245133 -0.252428 -0.262751 -0.277137 -0.295089 -0.303445 -0.321202 -0.334368 -0.347104 -0.361844 -0.37751 -0.393044 -0.404936 -0.404476 -0.354518 -0.241442 -0.213627 -0.213622 -0.217967 -0.223525 -0.228672 -0.233688 -0.240383 -0.243571 -0.250063 -0.255277 -0.26165 -0.2689 -0.274751 -0.279797 -0.286036 -0.291453 -0.296328 -0.302401 -0.312387 -0.321555 -0.326453 -0.335148 -0.338783 -0.347687 -0.348935 -0.354376 -0.360212 -0.36581 -0.37249 -0.381325 -0.388027 -0.391874 -0.39851 -0.404996 -0.414539 -0.416463 -0.42291 -0.42919 -0.43578 -0.442102 -0.448542 -0.455617 -0.467596 -0.477655 -0.484322 -0.492091 -0.500241 -0.509563 -0.514365 -0.522214 -0.529767 -0.53736
0.569955 0.569625 0.589267 0.556054 0.583133 0.615761 0.619916 0.609922 0.601282 0.569864 0.567427 0.562919 0.505164 0.475384 0.474748 0.483293 0.473557 0.465139 0.460465 0.454654 0.426542 0.425352 0.397252 0.416391 0.40323 0.404669 0.41973 0.413678 0.403793 0.389587 0.371901 0.348947 0.348337 0.344257 0.360728 0.375159 0.373359 0.385201 0.356869 0.38467 0.459535 0.462063 0.430532 0.413929 0.414836 0.340027 0.311334 0.322448 0.370604 0.318497 0.251896 0.246486 0.23648 0.231387 0.225998 0.222595 0.260368 0.271242 0.27045 0.261036 0.269833 0.339121 0.318157 0.315871 0.317747 0.30278 0.282488 0.27588 0.254361 0.24504 0.230225 0.216323 0.203859 0.190919 0.178143 0.164582 0.153218 0.138772 0.126818 0.114255 0.101858 0.0893968 0.0758938 0.063792 0.0509197 0.0385174 0.0256433 0.0134456 0.00122908 -0.0111783 -0.0232415 -0.0355189 -0.0478722 -0.0602622 -0.0720042 -0.084737 -0.0966824 -0.107941 -0.120523 -0.132693 -0.143369 -0.156972 -0.169196 -0.181637 -0.193997 -0.206106 -0.216901 -0.227971 -0.240663 -0.251133 -0.252676 -0.217149 -0.207103 -0.206592 -0.245185 -0.280784 -0.309193 -0.335845 -0.359742 -0.373338 -0.359869 -0.277395 -0.206602 -0.201363 -0.203071 -0.208675 -0.214473 -0.219393 -0.224887 -0.230794 -0.237575 -0.242283 -0.247453 -0.254785 -0.260441 -0.266281 -0.272993 -0.279379 -0.285417 -0.28984 -0.298351 -0.302014 -0.306711 -0.313923 -0.323507 -0.332363 -0.339019 -0.342509 -0.350501 -0.354942 -0.358456 -0.366151 -0.371255 -0.379135 -0.385542 -0.392062 -0.3979 -0.404376 -0.411246 -0.419272 -0.425385 -0.427094 -0.435116 -0.44123 -0.443241 -0.456148 -0.455003 -0.466661 -0.476788 -0.487148 -0.499494 -0.508472 -0.518433 -0.517686 -0.532103 -0.532015
0.61634 0.609193 0.625509 0.580902 0.560017 0.604666 0.617165 0.608935 0.596047 0.565254 0.519185 0.522196 0.485106 0.488057 0.486443 0.479593 0.47001 0.460994 0.457667 0.436521 0.454926 0.44618 0.460522 0.439764 0.414468 0.409806 0.439418 0.429858 0.384058 0.378161 0.361145 0.357787 0.347172 0.354322 0.323598 0.371889 0.428674 0.400972 0.367272 0.385197 0.413499 0.472687 0.452192 0.423432 0.385825 0.35147 0.289574 0.282485 0.335244 0.270142 0.248643 0.243509 0.238714 0.227555 0.231083 0.225138 0.265134 0.27108 0.270399 0.261283 0.268172 0.346111 0.338782 0.29112 0.290789 0.295511 0.282276 0.266725 0.256322 0.24116 0.226006 0.21408 0.20197 0.189225 0.17612 0.163378 0.149949 0.138018 0.12522 0.11269 0.101501 0.0879262 0.0756412 0.0621418 0.0506524 0.0376197 0.0257044 0.0134487 0.00122057 -0.0109594 -0.0230514 -0.0353705 -0.0476285 -0.0597899 -0.0714434 -0.0837083 -0.0956335 -0.108435 -0.119755 -0.131546 -0.144508 -0.155631 -0.168308 -0.18001 -0.190323 -0.204514 -0.213731 -0.226905 -0.235709 -0.214508 -0.141229 -0.130607 -0.131247 -0.135289 -0.141436 -0.14927 -0.157673 -0.170773 -0.187685 -0.197344 -0.19396 -0.184462 -0.186661 -0.192283 -0.198006 -0.203559 -0.208203 -0.214732 -0.220761 -0.226093 -0.231207 -0.237397 -0.245247 -0.251723 -0.257776 -0.266012 -0.271368 -0.277717 -0.283526 -0.288432 -0.295711 -0.300546 -0.305215 -0.311688 -0.317262 -0.326068 -0.332455 -0.34192 -0.348037 -0.35433 -0.358479 -0.364456 -0.371776 -0.380506 -0.384101 -0.392867 -0.397654 -0.404216 -0.41319 -0.419291 -0.423515 -0.432204 -0.439036 -0.445408 -0.451699 -0.454751 -0.45979 -0.463031 -0.473316 -0.481794 -0.49275 -0.504513 -0.514307 -0.52159 -0.523723 -0.530542
0.640468 0.650659 0.642514 0.619018 0.559888 0.565451 0.59245 0.588115 0.536483 0.526685 0.51605 0.503599 0.500164 0.490508 0.486022 0.478889 0.474052 0.467679 0.4614 0.481046 0.479334 0.477463 0.473109 0.476972 0.457162 0.427464 0.43999 0.430583 0.383886 0.382724 0.36579 0.35815 0.340239 0.361039 0.320139 0.372179 0.466023 0.433013 0.357781 0.384098 0.398923 0.41007 0.365514 0.356256 0.381992 0.352091 0.333169 0.313998 0.28267 0.261986 0.25376 0.245291 0.239578 0.233729 0.225856 0.222451 0.254368 0.268413 0.269216 0.260544 0.267867 0.338309 0.331431 0.313571 0.289946 0.287596 0.280794 0.263537 0.250734 0.23775 0.225029 0.212942 0.19793 0.185512 0.171771 0.160473 0.14974 0.136114 0.124425 0.111678 0.0999499 0.0865589 0.0744666 0.0615954 0.0498787 0.0377149 0.0254741 0.0133942 0.00121587 -0.0109487 -0.0229717 -0.0344606 -0.0469517 -0.0589519 -0.0712256 -0.0825543 -0.0953416 -0.106745 -0.118186 -0.129654 -0.14153 -0.154118 -0.167444 -0.177831 -0.190353 -0.201107 -0.210955 -0.222476 -0.211698 -0.132218 -0.119844 -0.125219 -0.130588 -0.134886 -0.139091 -0.143238 -0.149265 -0.154945 -0.160613 -0.167554 -0.173795 -0.177514 -0.182844 -0.189233 -0.195139 -0.200562 -0.208054 -0.21359 -0.219132 -0.225201 -0.230345 -0.23553 -0.241823 -0.246271 -0.25366 -0.26126 -0.267121 -0.274815 -0.28254 -0.287752 -0.293949 -0.299428 -0.304837 -0.309465 -0.315356 -0.321995 -0.327857 -0.333962 -0.343883 -0.351283 -0.357706 -0.364648 -0.370061 -0.37648 -0.384472 -0.383996 -0.395111 -0.401002 -0.407634 -0.413556 -0.420525 -0.426195 -0.436049 -0.445239 -0.451529 -0.458141 -0.464573 -0.468514 -0.474845 -0.478288 -0.485811 -0.492722 -0.505155 -0.518336 -0.52757 -0.53386
0.664072 0.658634 0.648882 0.626455 0.564479 0.53553 0.534821 0.527175 0.525303 0.519747 0.505392 0.513458 0.501347 0.489204 0.48639 0.477523 0.494538 0.495485 0.490335 0.491452 0.491523 0.494694 0.490402 0.476632 0.457758 0.443533 0.437435 0.394107 0.379531 0.410612 0.397158 0.361459 0.349128 0.326838 0.325025 0.384593 0.486877 0.459492 0.366509 0.34175 0.323385 0.339447 0.34899 0.391711 0.434709 0.425398 0.384474 0.301429 0.268461 0.259206 0.256072 0.249188 0.239943 0.23781 0.231844 0.223871 0.253515 0.266072 0.266335 0.257981 0.267392 0.331727 0.325056 0.31089 0.298412 0.260843 0.276047 0.262429 0.249982 0.234761 0.220631 0.207031 0.197374 0.182891 0.171551 0.159333 0.146155 0.133023 0.121891 0.109418 0.097634 0.0849836 0.0728308 0.061039 0.0491541 0.0368568 0.025216 0.0130581 0.00119545 -0.0108145 -0.0225791 -0.0345875 -0.045941 -0.0587486 -0.0703308 -0.0827346 -0.0943607 -0.104871 -0.118035 -0.128192 -0.141603 -0.151934 -0.165401 -0.175419 -0.187498 -0.198665 -0.210817 -0.211139 -0.140346 -0.116463 -0.118586 -0.12373 -0.129484 -0.13383 -0.13871 -0.143554 -0.148818 -0.15237 -0.158248 -0.16308 -0.169816 -0.17723 -0.182508 -0.187871 -0.192964 -0.199165 -0.204216 -0.211273 -0.218878 -0.220891 -0.228693 -0.234436 -0.239417 -0.243923 -0.251079 -0.258019 -0.263503 -0.270739 -0.276078 -0.286233 -0.292398 -0.299336 -0.302806 -0.310357 -0.314251 -0.319989 -0.326335 -0.333398 -0.339437 -0.349983 -0.357263 -0.361914 -0.369103 -0.373988 -0.376795 -0.38012 -0.387447 -0.391957 -0.400546 -0.4071 -0.410576 -0.42107 -0.42754 -0.433939 -0.446965 -0.453308 -0.463996 -0.470858 -0.474151 -0.480276 -0.487283 -0.49267 -0.49883 -0.505908 -0.516701 -0.527276
0.666594 0.65645 0.639357 0.609685 0.554495 0.54207 0.526973 0.524382 0.522859 0.521414 0.523132 0.499102 0.491211 0.493441 0.480732 0.477894 0.477408 0.507147 0.517376 0.513376 0.505198 0.501069 0.495468 0.477822 0.482035 0.465778 0.439551 0.426844 0.416125 0.38217 0.36116 0.352435 0.341143 0.331466 0.31694 0.390662 0.503959 0.450982 0.356674 0.345294 0.373888 0.410663 0.356855 0.392862 0.423452 0.392303 0.287545 0.288843 0.27354 0.261238 0.252314 0.250174 0.243459 0.239937 0.229952 0.22571 0.253437 0.266367 0.259033 0.260116 0.266889 0.321489 0.322902 0.309925 0.295066 0.274857 0.265383 0.261885 0.242788 0.232598 0.21863 0.206921 0.191824 0.18236 0.169025 0.155364 0.144111 0.131746 0.11992 0.109043 0.0963077 0.0845142 0.0726413 0.0606956 0.0483708 0.0367143 0.0249224 0.0128921 0.00118085 -0.010575 -0.0224158 -0.0342873 -0.0461033 -0.0580083 -0.069366 -0.0810276 -0.0928113 -0.104028 -0.11696 -0.127282 -0.138612 -0.151372 -0.163541 -0.174881 -0.186007 -0.197906 -0.205012 -0.165156 -0.112432 -0.112985 -0.115493 -0.119489 -0.126105 -0.13206 -0.137454 -0.142485 -0.147499 -0.152386 -0.158263 -0.163563 -0.167338 -0.173923 -0.180124 -0.185811 -0.191297 -0.197449 -0.204705 -0.209607 -0.21489 -0.220588 -0.228218 -0.233731 -0.239754 -0.24598 -0.249094 -0.25742 -0.263561 -0.269486 -0.275307 -0.282188 -0.290923 -0.29898 -0.30279 -0.309563 -0.311721 -0.317995 -0.325345 -0.32996 -0.339875 -0.349164 -0.358267 -0.361065 -0.36385 -0.366122 -0.372395 -0.378784 -0.382462 -0.387792 -0.394305 -0.399462 -0.407624 -0.414245 -0.421679 -0.429959 -0.436325 -0.446365 -0.454891 -0.46298 -0.472726 -0.477438 -0.486474 -0.496043 -0.498452 -0.504167 -0.510686 -0.51641
0.66487 0.641581 0.571108 0.560967 0.540625 0.544184 0.533642 0.528373 0.512798 0.509604 0.505606 0.496367 0.490417 0.491364 0.478886 0.479229 0.475321 0.485454 0.507241 0.522385 0.51318 0.507873 0.502761 0.491757 0.482949 0.469135 0.456746 0.413016 0.376528 0.370384 0.363421 0.347472 0.351032 0.339761 0.320586 0.42579 0.486798 0.4108 0.437341 0.474522 0.464573 0.411093 0.390605 0.372716 0.308151 0.29197 0.278528 0.275253 0.270851 0.256945 0.25348 0.253834 0.245106 0.240207 0.233054 0.226508 0.252881 0.265495 0.264245 0.263131 0.266853 0.321217 0.317025 0.305474 0.289529 0.273643 0.244751 0.253076 0.237049 0.230421 0.217341 0.203948 0.189735 0.179285 0.165909 0.154486 0.143028 0.131211 0.119446 0.107728 0.0946122 0.0834982 0.0712429 0.0604882 0.0478513 0.036244 0.0244413 0.0128393 0.00117243 -0.0105409 -0.0219996 -0.0336266 -0.0452634 -0.0570997 -0.0687511 -0.0804033 -0.0925107 -0.103834 -0.114071 -0.126745 -0.136821 -0.148316 -0.16009 -0.171777 -0.182834 -0.188019 -0.135869 -0.108603 -0.106211 -0.108417 -0.113644 -0.118503 -0.123965 -0.129641 -0.135164 -0.141592 -0.146992 -0.15255 -0.15644 -0.161949 -0.166917 -0.172989 -0.178092 -0.184289 -0.190545 -0.19658 -0.201319 -0.208145 -0.212481 -0.21941 -0.225733 -0.230097 -0.236977 -0.244561 -0.24881 -0.255814 -0.262649 -0.269549 -0.27448 -0.279262 -0.287601 -0.294032 -0.303402 -0.307581 -0.313361 -0.31667 -0.324885 -0.332599 -0.339161 -0.347176 -0.354562 -0.35421 -0.3544 -0.356937 -0.36374 -0.368768 -0.370609 -0.378799 -0.382708 -0.38861 -0.397917 -0.403626 -0.412642 -0.419015 -0.429709 -0.436004 -0.442837 -0.455232 -0.461907 -0.468828 -0.485565 -0.491926 -0.498305 -0.504361 -0.509853 -0.51557
0.645592 0.579743 0.572969 0.558044 0.551396 0.544095 0.538235 0.526889 0.520975 0.510252 0.493892 0.496181 0.491932 0.486838 0.481324 0.470435 0.492365 0.492017 0.477415 0.517178 0.518675 0.521985 0.513644 0.490669 0.471523 0.432243 0.420488 0.422449 0.39635 0.385297 0.363744 0.360618 0.357598 0.352416 0.334952 0.342412 0.418755 0.398997 0.403276 0.474112 0.418973 0.334394 0.324566 0.29759 0.299482 0.281932 0.274866 0.275524 0.266908 0.273209 0.257005 0.267645 0.241704 0.239465 0.234739 0.230725 0.252333 0.267679 0.265066 0.264282 0.263403 0.311707 0.311757 0.297768 0.288206 0.273307 0.241238 0.24812 0.240507 0.224528 0.212597 0.199128 0.188459 0.17622 0.165833 0.151339 0.140952 0.128684 0.117223 0.105635 0.0949338 0.0824774 0.0708688 0.059055 0.0475693 0.0359496 0.0243729 0.012717 0.00115245 -0.0103588 -0.0218241 -0.0331525 -0.0446549 -0.056072 -0.0678006 -0.0791624 -0.0906752 -0.1023 -0.113477 -0.125164 -0.136285 -0.148185 -0.159671 -0.170471 -0.176652 -0.136945 -0.0979339 -0.100693 -0.103938 -0.108046 -0.112706 -0.11692 -0.122012 -0.127074 -0.132654 -0.140265 -0.146315 -0.152682 -0.157629 -0.161663 -0.165819 -0.171938 -0.176879 -0.182027 -0.187626 -0.195485 -0.201007 -0.206348 -0.212855 -0.217826 -0.223365 -0.230115 -0.235047 -0.241329 -0.245795 -0.252668 -0.261197 -0.268436 -0.274233 -0.279983 -0.285684 -0.292749 -0.299539 -0.306173 -0.311423 -0.314552 -0.324062 -0.329108 -0.340691 -0.341592 -0.341614 -0.343236 -0.345144 -0.351139 -0.356137 -0.362516 -0.366552 -0.371 -0.37861 -0.382969 -0.38918 -0.394851 -0.402763 -0.409086 -0.414844 -0.419303 -0.433691 -0.442099 -0.452176 -0.463777 -0.473488 -0.486506 -0.496158 -0.502527 -0.51006 -0.515551
0.587506 0.568618 0.567033 0.561814 0.544056 0.53024 0.537717 0.530241 0.522587 0.510905 0.503488 0.502184 0.488159 0.482921 0.476299 0.469118 0.47335 0.495516 0.486433 0.52681 0.52947 0.508505 0.472146 0.449699 0.432983 0.432475 0.423043 0.413 0.40501 0.390926 0.386503 0.36862 0.362147 0.343917 0.335681 0.353614 0.355923 0.362238 0.381218 0.344376 0.346907 0.323328 0.32883 0.31441 0.290337 0.29815 0.280426 0.273776 0.268092 0.261821 0.255437 0.243339 0.244542 0.241115 0.233638 0.23186 0.250259 0.267288 0.262869 0.263941 0.262044 0.31231 0.310856 0.293857 0.284119 0.268874 0.241635 0.243918 0.233664 0.223187 0.209043 0.197375 0.185744 0.17456 0.163491 0.151439 0.138553 0.127149 0.117085 0.10474 0.0935103 0.0814075 0.0696685 0.0581725 0.0467526 0.0353205 0.0238944 0.0125021 0.00113641 -0.0102369 -0.0215974 -0.0331463 -0.0444374 -0.0560125 -0.0673831 -0.0787515 -0.0894856 -0.101225 -0.112332 -0.123603 -0.13513 -0.146626 -0.15839 -0.170455 -0.163697 -0.102012 -0.0952895 -0.097714 -0.103065 -0.106868 -0.112102 -0.118494 -0.123745 -0.127134 -0.132132 -0.136449 -0.14232 -0.150788 -0.15578 -0.16111 -0.16641 -0.170851 -0.176227 -0.181442 -0.186798 -0.192445 -0.198359 -0.205198 -0.211924 -0.217335 -0.223073 -0.22748 -0.234459 -0.23845 -0.245469 -0.249773 -0.257807 -0.266649 -0.273612 -0.278375 -0.285034 -0.291206 -0.297619 -0.301827 -0.309783 -0.315724 -0.320128 -0.329336 -0.332526 -0.330544 -0.336198 -0.339108 -0.343589 -0.350396 -0.356234 -0.362353 -0.364803 -0.372714 -0.379167 -0.385753 -0.390412 -0.396007 -0.40229 -0.405957 -0.410076 -0.418003 -0.425087 -0.430458 -0.445638 -0.452011 -0.464374 -0.47605 -0.484221 -0.496528 -0.508214 -0.51496
0.599901 0.584229 0.573494 0.546701 0.548455 0.538988 0.527655 0.528989 0.521246 0.51521 0.505166 0.498164 0.489291 0.4803 0.475265 0.471629 0.468012 0.469314 0.512749 0.519746 0.491786 0.468831 0.441094 0.442124 0.437203 0.428244 0.437906 0.402638 0.407332 0.382453 0.378925 0.359075 0.359951 0.338188 0.367682 0.337862 0.355865 0.351441 0.337184 0.354729 0.332619 0.318682 0.332333 0.318414 0.305869 0.294895 0.279919 0.273646 0.297396 0.259481 0.256902 0.242436 0.24897 0.246827 0.234558 0.226057 0.248115 0.267138 0.265853 0.264373 0.254571 0.298228 0.302811 0.286506 0.275707 0.262955 0.243694 0.239599 0.228596 0.219159 0.205411 0.196697 0.184725 0.170611 0.162229 0.147753 0.137699 0.126781 0.115416 0.102557 0.0916579 0.0804831 0.0693228 0.0581059 0.046648 0.0348788 0.0236318 0.0124974 0.00113436 -0.0101994 -0.0213456 -0.0327402 -0.0437506 -0.0555519 -0.0664904 -0.0770372 -0.0893926 -0.0996014 -0.110574 -0.121586 -0.133253 -0.144447 -0.153285 -0.149616 -0.0973481 -0.0870311 -0.0909549 -0.0960402 -0.101227 -0.105617 -0.111474 -0.115947 -0.121862 -0.12673 -0.132068 -0.137158 -0.141026 -0.146547 -0.153189 -0.160639 -0.165883 -0.16977 -0.175027 -0.18003 -0.18602 -0.192805 -0.197964 -0.203221 -0.210346 -0.215663 -0.221146 -0.227512 -0.232601 -0.238538 -0.243812 -0.249149 -0.254917 -0.262697 -0.270461 -0.277943 -0.286242 -0.293583 -0.297566 -0.303246 -0.309225 -0.313407 -0.319548 -0.320735 -0.322002 -0.326102 -0.331198 -0.338561 -0.344434 -0.352259 -0.358212 -0.363843 -0.36764 -0.373627 -0.379185 -0.38208 -0.389681 -0.39574 -0.401632 -0.407644 -0.413879 -0.417621 -0.422345 -0.432662 -0.443124 -0.446472 -0.457344 -0.46376 -0.480998 -0.487955 -0.502609 -0.509977
